freq_MHz,attenuation_dB,phase_rad
44.872390,8.625334,1.757147
44.896804,8.625177,1.747289
44.921218,8.624850,1.737449
44.945632,8.624351,1.727625
44.970047,8.623676,1.717819
44.994461,8.622823,1.708028
45.018875,8.621790,1.698253
45.043289,8.620575,1.688491
45.067704,8.619175,1.678744
45.092118,8.617588,1.669010
45.116532,8.615811,1.659289
45.140946,8.613844,1.649580
45.165361,8.611684,1.639881
45.189775,8.609329,1.630194
45.214189,8.606779,1.620516
45.238603,8.604030,1.610847
45.263017,8.601082,1.601188
45.287432,8.597934,1.591536
45.311846,8.594584,1.581891
45.336260,8.591031,1.572253
45.360674,8.587275,1.562620
45.385089,8.583313,1.552993
45.409503,8.579145,1.543371
45.433917,8.574771,1.533753
45.458331,8.570190,1.524138
45.482746,8.565401,1.514525
45.507160,8.560403,1.504915
45.531574,8.555197,1.495306
45.555988,8.549781,1.485697
45.580403,8.544157,1.476089
45.604817,8.538322,1.466480
45.629231,8.532279,1.456870
45.653645,8.526025,1.447257
45.678060,8.519563,1.437643
45.702474,8.512891,1.428025
45.726888,8.506010,1.418403
45.751302,8.498921,1.408777
45.775717,8.491623,1.399145
45.800131,8.484118,1.389508
45.824545,8.476406,1.379864
45.848959,8.468489,1.370213
45.873373,8.460365,1.360555
45.897788,8.452038,1.350888
45.922202,8.443506,1.341212
45.946616,8.434773,1.331527
45.971030,8.425838,1.321831
45.995445,8.416703,1.312125
46.019859,8.407370,1.302407
46.044273,8.397839,1.292677
46.068687,8.388113,1.282934
46.093102,8.378192,1.273178
46.117516,8.368079,1.263408
46.141930,8.357775,1.253624
46.166344,8.347283,1.243824
46.190759,8.336603,1.234008
46.215173,8.325739,1.224176
46.239587,8.314692,1.214327
46.264001,8.303464,1.204460
46.288416,8.292059,1.194575
46.312830,8.280477,1.184672
46.337244,8.268722,1.174749
46.361658,8.256796,1.164806
46.386073,8.244703,1.154842
46.410487,8.232444,1.144857
46.434901,8.220022,1.134851
46.459315,8.207441,1.124822
46.483729,8.194704,1.114770
46.508144,8.181813,1.104695
46.532558,8.168772,1.094596
46.556972,8.155584,1.084472
46.581386,8.142253,1.074323
46.605801,8.128782,1.064149
46.630215,8.115176,1.053948
46.654629,8.101436,1.043720
46.679043,8.087568,1.033466
46.703458,8.073575,1.023183
46.727872,8.059461,1.012872
46.752286,8.045231,1.002532
46.776700,8.030888,0.992163
46.801115,8.016437,0.981764
46.825529,8.001882,0.971334
46.849943,7.987228,0.960874
46.874357,7.972480,0.950382
46.898772,7.957641,0.939859
46.923186,7.942717,0.929303
46.947600,7.927713,0.918715
46.972014,7.912633,0.908093
46.996429,7.897484,0.897438
47.020843,7.882269,0.886748
47.045257,7.866995,0.876024
47.069671,7.851666,0.865265
47.094085,7.836288,0.854471
47.118500,7.820867,0.843641
47.142914,7.805408,0.832775
47.167328,7.789917,0.821873
47.191742,7.774400,0.810934
47.216157,7.758864,0.799957
47.240571,7.743313,0.788943
47.264985,7.727754,0.777891
47.289399,7.712193,0.766801
47.313814,7.696637,0.755673
47.338228,7.681092,0.744506
47.362642,7.665565,0.733299
47.387056,7.650061,0.722054
47.411471,7.634588,0.710768
47.435885,7.619153,0.699443
47.460299,7.603761,0.688078
47.484713,7.588421,0.676673
47.509128,7.573138,0.665228
47.533542,7.557921,0.653741
47.557956,7.542776,0.642215
47.582370,7.527709,0.630647
47.606785,7.512729,0.619038
47.631199,7.497843,0.607388
47.655613,7.483058,0.595697
47.680027,7.468381,0.583965
47.704441,7.453820,0.572191
47.728856,7.439382,0.560376
47.753270,7.425074,0.548520
47.777684,7.410905,0.536623
47.802098,7.396881,0.524684
47.826513,7.383011,0.512704
47.850927,7.369301,0.500682
47.875341,7.355761,0.488620
47.899755,7.342396,0.476516
47.924170,7.329215,0.464372
47.948584,7.316225,0.452187
47.972998,7.303434,0.439961
47.997412,7.290850,0.427695
48.021827,7.278481,0.415389
48.046241,7.266333,0.403043
48.070655,7.254414,0.390657
48.095069,7.242732,0.378231
48.119484,7.231295,0.365767
48.143898,7.220110,0.353264
48.168312,7.209184,0.340722
48.192726,7.198524,0.328142
48.217141,7.188138,0.315525
48.241555,7.178034,0.302870
48.265969,7.168217,0.290178
48.290383,7.158696,0.277450
48.314798,7.149477,0.264686
48.339212,7.140567,0.251886
48.363626,7.131973,0.239051
48.388040,7.123702,0.226182
48.412454,7.115759,0.213279
48.436869,7.108152,0.200342
48.461283,7.100887,0.187373
48.485697,7.093970,0.174371
48.510111,7.087407,0.161338
48.534526,7.081204,0.148274
48.558940,7.075366,0.135179
48.583354,7.069900,0.122055
48.607768,7.064810,0.108902
48.632183,7.060102,0.095720
48.656597,7.055782,0.082511
48.681011,7.051853,0.069275
48.705425,7.048321,0.056013
48.729840,7.045190,0.042726
48.754254,7.042466,0.029414
48.778668,7.040150,0.016078
48.803082,7.038249,0.002719
48.827497,7.036766,-0.010663
48.851911,7.035704,-0.024066
48.876325,7.035066,-0.037489
48.900739,7.034856,-0.050933
48.925154,7.035078,-0.064395
48.949568,7.035733,-0.077876
48.973982,7.036824,-0.091375
48.998396,7.038353,-0.104890
49.022810,7.040324,-0.118421
49.047225,7.042737,-0.131967
49.071639,7.045594,-0.145527
49.096053,7.048898,-0.159101
49.120467,7.052648,-0.172687
49.144882,7.056847,-0.186285
49.169296,7.061496,-0.199895
49.193710,7.066594,-0.213514
49.218124,7.072142,-0.227143
49.242539,7.078142,-0.240780
49.266953,7.084592,-0.254425
49.291367,7.091493,-0.268078
49.315781,7.098845,-0.281737
49.340196,7.106646,-0.295401
49.364610,7.114897,-0.309070
49.389024,7.123597,-0.322744
49.413438,7.132745,-0.336421
49.437853,7.142339,-0.350101
49.462267,7.152378,-0.363783
49.486681,7.162861,-0.377467
49.511095,7.173786,-0.391151
49.535510,7.185152,-0.404836
49.559924,7.196957,-0.418521
49.584338,7.209198,-0.432205
49.608752,7.221875,-0.445887
49.633166,7.234983,-0.459568
49.657581,7.248523,-0.473246
49.681995,7.262490,-0.486921
49.706409,7.276883,-0.500593
49.730823,7.291699,-0.514261
49.755238,7.306936,-0.527925
49.779652,7.322591,-0.541584
49.804066,7.338661,-0.555239
49.828480,7.355144,-0.568888
49.852895,7.372037,-0.582532
49.877309,7.389338,-0.596170
49.901723,7.407043,-0.609802
49.926137,7.425151,-0.623428
49.950552,7.443658,-0.637047
49.974966,7.462562,-0.650659
49.999380,7.481861,-0.664265
50.023794,7.501551,-0.677864
50.048209,7.521631,-0.691456
50.072623,7.542099,-0.705040
50.097037,7.562951,-0.718618
50.121451,7.584186,-0.732189
50.145866,7.605802,-0.745752
50.170280,7.627797,-0.759309
50.194694,7.650169,-0.772859
50.219108,7.672917,-0.786402
50.243522,7.696039,-0.799938
50.267937,7.719534,-0.813467
50.292351,7.743401,-0.826991
50.316765,7.767638,-0.840508
50.341179,7.792246,-0.854019
50.365594,7.817224,-0.867524
50.390008,7.842571,-0.881024
50.414422,7.868288,-0.894519
50.438836,7.894374,-0.908010
50.463251,7.920832,-0.921495
50.487665,7.947661,-0.934977
50.512079,7.974862,-0.948455
50.536493,8.002437,-0.961930
50.560908,8.030388,-0.975402
50.585322,8.058717,-0.988872
50.609736,8.087427,-1.002339
50.634150,8.116519,-1.015805
50.658565,8.145999,-1.029271
50.682979,8.175868,-1.042735
50.707393,8.206132,-1.056200
50.731807,8.236794,-1.069666
50.756222,8.267859,-1.083133
50.780636,8.299334,-1.096601
50.805050,8.331223,-1.110072
50.829464,8.363533,-1.123545
50.853878,8.396272,-1.137022
50.878293,8.429445,-1.150503
50.902707,8.463061,-1.163988
50.927121,8.497128,-1.177479
50.951535,8.531655,-1.190976
50.975950,8.566653,-1.204478
51.000364,8.602130,-1.217988
51.024778,8.638097,-1.231505
51.049192,8.674567,-1.245030
51.073607,8.711550,-1.258564
51.098021,8.749060,-1.272107
51.122435,8.787110,-1.285659
51.146849,8.825714,-1.299222
51.171264,8.864886,-1.312795
51.195678,8.904642,-1.326379
51.220092,8.944999,-1.339975
51.244506,8.985973,-1.353582
51.268921,9.027582,-1.367202
51.293335,9.069845,-1.380834
51.317749,9.112780,-1.394478
51.342163,9.156409,-1.408136
51.366578,9.200753,-1.421807
51.390992,9.245833,-1.435490
51.415406,9.291672,-1.449188
51.439820,9.338294,-1.462898
51.464234,9.385723,-1.476622
51.488649,9.433986,-1.490358
51.513063,9.483109,-1.504107
51.537477,9.533120,-1.517869
51.561891,9.584046,-1.531642
51.586306,9.635919,-1.545427
51.610720,9.688767,-1.559222
51.635134,9.742623,-1.573027
51.659548,9.797520,-1.586842
51.683963,9.853490,-1.600664
51.708377,9.910569,-1.614493
51.732791,9.968793,-1.628327
51.757205,10.028197,-1.642165
51.781620,10.088821,-1.656006
51.806034,10.150702,-1.669847
51.830448,10.213881,-1.683686
51.854862,10.278398,-1.697521
51.879277,10.344296,-1.711350
51.903691,10.411617,-1.725170
51.928105,10.480405,-1.738978
51.952519,10.550705,-1.752770
51.976934,10.622563,-1.766544
52.001348,10.696025,-1.780295
52.025762,10.771138,-1.794020
52.050176,10.847951,-1.807713
52.074590,10.926512,-1.821371
52.099005,11.006871,-1.834989
52.123419,11.089079,-1.848560
52.147833,11.173185,-1.862079
52.172247,11.259241,-1.875539
52.196662,11.347297,-1.888935
52.221076,11.437407,-1.902259
52.245490,11.529620,-1.915504
52.269904,11.623989,-1.928661
52.294319,11.720564,-1.941721
52.318733,11.819397,-1.954676
52.343147,11.920539,-1.967517
52.367561,12.024037,-1.980232
52.391976,12.129942,-1.992811
52.416390,12.238300,-2.005243
52.440804,12.349156,-2.017515
52.465218,12.462556,-2.029614
52.489633,12.578540,-2.041527
52.514047,12.697148,-2.053240
52.538461,12.818416,-2.064737
52.562875,12.942377,-2.076003
52.587290,13.069061,-2.087021
52.611704,13.198492,-2.097774
52.636118,13.330691,-2.108242
52.660532,13.465671,-2.118407
52.684946,13.603441,-2.128248
52.709361,13.744003,-2.137744
52.733775,13.887350,-2.146872
52.758189,14.033467,-2.155610
52.782603,14.182329,-2.163934
52.807018,14.333901,-2.171817
52.831432,14.488135,-2.179235
52.855846,14.644971,-2.186158
52.880260,14.804333,-2.192560
52.904675,14.966131,-2.198410
52.929089,15.130255,-2.203680
52.953503,15.296577,-2.208337
52.977917,15.464948,-2.212350
53.002332,15.635193,-2.215687
53.026746,15.807116,-2.218315
53.051160,15.980491,-2.220201
53.075574,16.155062,-2.221312
53.099989,16.330542,-2.221614
53.124403,16.506612,-2.221076
53.148817,16.682913,-2.219665
53.173231,16.859053,-2.217352
53.197646,17.034597,-2.214108
53.222060,17.209071,-2.209908
53.246474,17.381962,-2.204729
53.270888,17.552713,-2.198552
53.295303,17.720729,-2.191362
53.319717,17.885377,-2.183151
53.344131,18.045990,-2.173915
53.368545,18.201870,-2.163660
53.392959,18.352295,-2.152397
53.417374,18.496529,-2.140147
53.441788,18.633827,-2.126941
53.466202,18.763449,-2.112819
53.490616,18.884670,-2.097830
53.515031,18.996796,-2.082037
53.539445,19.099176,-2.065509
53.563859,19.191217,-2.048327
53.588273,19.272395,-2.030581
53.612688,19.342274,-2.012367
53.637102,19.400512,-1.993789
53.661516,19.446868,-1.974956
53.685930,19.481215,-1.955977
53.710345,19.503538,-1.936966
53.734759,19.513934,-1.918033
53.759173,19.512608,-1.899285
53.783587,19.499868,-1.880825
53.808002,19.476116,-1.862749
53.832416,19.441832,-1.845147
53.856830,19.397568,-1.828096
53.881244,19.343927,-1.811669
53.905659,19.281554,-1.795924
53.930073,19.211119,-1.780912
53.954487,19.133309,-1.766674
53.978901,19.048810,-1.753239
54.003315,18.958300,-1.740631
54.027730,18.862441,-1.728862
54.052144,18.761871,-1.717940
54.076558,18.657199,-1.707863
54.100972,18.548998,-1.698626
54.125387,18.437806,-1.690218
54.149801,18.324124,-1.682624
54.174215,18.208413,-1.675825
54.198629,18.091095,-1.669800
54.223044,17.972556,-1.664526
54.247458,17.853145,-1.659978
54.271872,17.733175,-1.656130
54.296286,17.612927,-1.652955
54.320701,17.492653,-1.650426
54.345115,17.372574,-1.648517
54.369529,17.252885,-1.647199
54.393943,17.133758,-1.646448
54.418358,17.015342,-1.646236
54.442772,16.897766,-1.646539
54.467186,16.781140,-1.647332
54.491600,16.665559,-1.648592
54.516015,16.551103,-1.650295
54.540429,16.437837,-1.652420
54.564843,16.325817,-1.654947
54.589257,16.215084,-1.657854
54.613671,16.105675,-1.661123
54.638086,15.997615,-1.664736
54.662500,15.890923,-1.668676
54.686914,15.785611,-1.672926
54.711328,15.681686,-1.677471
54.735743,15.579149,-1.682296
54.760157,15.477998,-1.687388
54.784571,15.378226,-1.692733
54.808985,15.279825,-1.698318
54.833400,15.182780,-1.704133
54.857814,15.087078,-1.710165
54.882228,14.992702,-1.716405
54.906642,14.899633,-1.722843
54.931057,14.807852,-1.729470
54.955471,14.717337,-1.736276
54.979885,14.628068,-1.743254
55.004299,14.540020,-1.750396
55.028714,14.453172,-1.757694
55.053128,14.367499,-1.765142
55.077542,14.282979,-1.772733
55.101956,14.199586,-1.780461
55.126371,14.117298,-1.788320
55.150785,14.036090,-1.796306
55.175199,13.955939,-1.804412
55.199613,13.876822,-1.812635
55.224027,13.798715,-1.820969
55.248442,13.721595,-1.829411
55.272856,13.645441,-1.837956
55.297270,13.570230,-1.846601
55.321684,13.495940,-1.855342
55.346099,13.422551,-1.864177
55.370513,13.350042,-1.873101
55.394927,13.278392,-1.882112
55.419341,13.207583,-1.891208
55.443756,13.137595,-1.900385
55.468170,13.068410,-1.909641
55.492584,13.000010,-1.918975
55.516998,12.932377,-1.928384
55.541413,12.865495,-1.937865
55.565827,12.799347,-1.947418
55.590241,12.733919,-1.957040
55.614655,12.669194,-1.966730
55.639070,12.605158,-1.976485
55.663484,12.541797,-1.986306
55.687898,12.479098,-1.996190
55.712312,12.417047,-2.006136
55.736727,12.355633,-2.016143
55.761141,12.294843,-2.026210
55.785555,12.234666,-2.036336
55.809969,12.175091,-2.046519
55.834383,12.116107,-2.056759
55.858798,12.057706,-2.067055
55.883212,11.999877,-2.077407
55.907626,11.942611,-2.087813
55.932040,11.885901,-2.098272
55.956455,11.829737,-2.108785
55.980869,11.774113,-2.119350
56.005283,11.719022,-2.129966
56.029697,11.664456,-2.140634
56.054112,11.610410,-2.151353
56.078526,11.556877,-2.162122
56.102940,11.503852,-2.172941
56.127354,11.451331,-2.183808
56.151769,11.399308,-2.194725
56.176183,11.347779,-2.205690
56.200597,11.296740,-2.216703
56.225011,11.246188,-2.227764
56.249426,11.196119,-2.238872
56.273840,11.146531,-2.250027
56.298254,11.097420,-2.261229
56.322668,11.048785,-2.272476
56.347083,11.000624,-2.283770
56.371497,10.952935,-2.295109
56.395911,10.905717,-2.306493
56.420325,10.858969,-2.317922
56.444739,10.812689,-2.329396
56.469154,10.766878,-2.340914
56.493568,10.721534,-2.352476
56.517982,10.676659,-2.364081
56.542396,10.632252,-2.375730
56.566811,10.588314,-2.387421
56.591225,10.544845,-2.399155
56.615639,10.501846,-2.410931
56.640053,10.459318,-2.422749
56.664468,10.417262,-2.434608
56.688882,10.375681,-2.446508
56.713296,10.334575,-2.458449
56.737710,10.293946,-2.470430
56.762125,10.253796,-2.482450
56.786539,10.214127,-2.494510
56.810953,10.174941,-2.506609
56.835367,10.136241,-2.518746
56.859782,10.098029,-2.530921
56.884196,10.060306,-2.543134
56.908610,10.023077,-2.555383
56.933024,9.986343,-2.567668
56.957439,9.950108,-2.579989
56.981853,9.914373,-2.592346
57.006267,9.879142,-2.604737
57.030681,9.844417,-2.617162
57.055095,9.810202,-2.629620
57.079510,9.776500,-2.642110
57.103924,9.743313,-2.654633
57.128338,9.710643,-2.667187
57.152752,9.678495,-2.679772
57.177167,9.646871,-2.692386
57.201581,9.615773,-2.705030
57.225995,9.585204,-2.717701
57.250409,9.555168,-2.730401
57.274824,9.525667,-2.743127
57.299238,9.496703,-2.755878
57.323652,9.468278,-2.768655
57.348066,9.440396,-2.781456
57.372481,9.413059,-2.794281
57.396895,9.386268,-2.807127
57.421309,9.360026,-2.819995
57.445723,9.334335,-2.832884
57.470138,9.309197,-2.845792
57.494552,9.284612,-2.858719
57.518966,9.260584,-2.871663
57.543380,9.237112,-2.884624
57.567795,9.214199,-2.897601
57.592209,9.191845,-2.910592
57.616623,9.170051,-2.923596
57.641037,9.148818,-2.936614
57.665451,9.128146,-2.949642
57.689866,9.108036,-2.962681
57.714280,9.088488,-2.975730
57.738694,9.069500,-2.988786
57.763108,9.051074,-3.001850
57.787523,9.033209,-3.014920
57.811937,9.015903,-3.027995
57.836351,8.999156,-3.041073
57.860765,8.982966,-3.054155
57.885180,8.967332,-3.067238
57.909594,8.952253,-3.080321
57.934008,8.937726,-3.093404
57.958422,8.923749,-3.106486
57.982837,8.910320,-3.119564
58.007251,8.897436,-3.132639
58.031665,8.885095,3.137477
58.056079,8.873292,3.124413
58.080494,8.862026,3.111357
58.104908,8.851292,3.098308
58.129322,8.841087,3.085269
58.153736,8.831406,3.072241
58.178151,8.822246,3.059223
58.202565,8.813602,3.046219
58.226979,8.805469,3.033227
58.251393,8.797842,3.020250
58.275808,8.790717,3.007289
58.300222,8.784088,2.994344
58.324636,8.777949,2.981416
58.349050,8.772295,2.968507
58.373464,8.767120,2.955617
58.397879,8.762418,2.942748
58.422293,8.758183,2.929899
58.446707,8.754407,2.917072
58.471121,8.751086,2.904268
58.495536,8.748211,2.891488
58.519950,8.745777,2.878733
58.544364,8.743775,2.866002
58.568778,8.742199,2.853298
58.593193,8.741042,2.840621
58.617607,8.740296,2.827971
58.642021,8.739953,2.815349
58.666435,8.740005,2.802756
58.690850,8.740446,2.790193
58.715264,8.741266,2.777660
58.739678,8.742459,2.765158
58.764092,8.744015,2.752687
58.788507,8.745927,2.740248
58.812921,8.748187,2.727841
58.837335,8.750786,2.715468
58.861749,8.753716,2.703128
58.886164,8.756968,2.690821
58.910578,8.760535,2.678550
58.934992,8.764407,2.666313
58.959406,8.768576,2.654111
58.983820,8.773033,2.641944
59.008235,8.777770,2.629814
59.032649,8.782779,2.617719
59.057063,8.788051,2.605661
59.081477,8.793577,2.593639
59.105892,8.799348,2.581655
59.130306,8.805357,2.569707
59.154720,8.811594,2.557797
59.179134,8.818051,2.545924
59.203549,8.824720,2.534089
59.227963,8.831593,2.522292
59.252377,8.838660,2.510532
59.276791,8.845913,2.498810
59.301206,8.853345,2.487126
59.325620,8.860946,2.475480
59.350034,8.868709,2.463872
59.374448,8.876626,2.452302
59.398863,8.884688,2.440770
59.423277,8.892887,2.429276
59.447691,8.901216,2.417819
59.472105,8.909667,2.406400
59.496520,8.918232,2.395019
59.520934,8.926903,2.383675
59.545348,8.935672,2.372369
59.569762,8.944533,2.361099
59.594176,8.953477,2.349867
59.618591,8.962497,2.338671
59.643005,8.971587,2.327512
59.667419,8.980738,2.316389
59.691833,8.989945,2.305303
59.716248,8.999199,2.294252
59.740662,9.008494,2.283237
59.765076,9.017824,2.272257
59.789490,9.027181,2.261312
59.813905,9.036559,2.250401
59.838319,9.045952,2.239525
59.862733,9.055354,2.228683
59.887147,9.064757,2.217875
59.911562,9.074157,2.207100
59.935976,9.083546,2.196358
59.960390,9.092920,2.185648
59.984804,9.102272,2.174971
60.009219,9.111597,2.164325
60.033633,9.120889,2.153711
60.058047,9.130142,2.143127
60.082461,9.139352,2.132575
60.106876,9.148513,2.122052
60.131290,9.157620,2.111559
60.155704,9.166668,2.101095
60.180118,9.175652,2.090660
60.204532,9.184567,2.080253
60.228947,9.193408,2.069873
60.253361,9.202172,2.059521
60.277775,9.210854,2.049196
60.302189,9.219448,2.038897
60.326604,9.227952,2.028624
60.351018,9.236360,2.018377
60.375432,9.244669,2.008154
60.399846,9.252875,1.997955
60.424261,9.260974,1.987781
60.448675,9.268963,1.977629
60.473089,9.276837,1.967500
60.497503,9.284593,1.957394
60.521918,9.292228,1.947309
60.546332,9.299739,1.937245
60.570746,9.307122,1.927201
60.595160,9.314374,1.917178
60.619575,9.321493,1.907174
60.643989,9.328475,1.897189
60.668403,9.335317,1.887223
60.692817,9.342018,1.877274
60.717232,9.348573,1.867342
60.741646,9.354982,1.857428
60.766060,9.361240,1.847529
60.790474,9.367347,1.837646
60.814888,9.373299,1.827778
60.839303,9.379096,1.817924
60.863717,9.384734,1.808084
60.888131,9.390211,1.798257
60.912545,9.395527,1.788443
60.936960,9.400678,1.778641
60.961374,9.405665,1.768851
60.985788,9.410484,1.759071
61.010202,9.415134,1.749302
61.034617,9.419615,1.739543
61.059031,9.423924,1.729792
61.083445,9.428061,1.720051
61.107859,9.432024,1.710317
61.132274,9.435813,1.700591
61.156688,9.439426,1.690872
61.181102,9.442863,1.681159
61.205516,9.446122,1.671451
61.229931,9.449204,1.661749
61.254345,9.452107,1.652051
61.278759,9.454831,1.642358
61.303173,9.457376,1.632667
61.327588,9.459741,1.622979
61.352002,9.461926,1.613293
61.376416,9.463931,1.603609
61.400830,9.465756,1.593926
61.425244,9.467400,1.584243
61.449659,9.468864,1.574560
61.474073,9.470148,1.564876
61.498487,9.471253,1.555191
61.522901,9.472178,1.545504
61.547316,9.472924,1.535814
61.571730,9.473491,1.526121
61.596144,9.473881,1.516424
61.620558,9.474094,1.506723
61.644973,9.474130,1.497017
61.669387,9.473990,1.487306
61.693801,9.473676,1.477588
61.718215,9.473188,1.467864
61.742630,9.472528,1.458132
61.767044,9.471697,1.448393
61.791458,9.470695,1.438645
61.815872,9.469525,1.428889
61.840287,9.468188,1.419122
61.864701,9.466685,1.409346
61.889115,9.465018,1.399559
61.913529,9.463189,1.389761
61.937944,9.461199,1.379951
61.962358,9.459051,1.370128
61.986772,9.456747,1.360292
62.011186,9.454288,1.350443
62.035600,9.451676,1.340580
62.060015,9.448915,1.330702
62.084429,9.446006,1.320809
62.108843,9.442952,1.310900
62.133257,9.439756,1.300975
62.157672,9.436419,1.291033
62.182086,9.432945,1.281074
62.206500,9.429337,1.271096
62.230914,9.425598,1.261100
62.255329,9.421730,1.251085
62.279743,9.417737,1.241051
62.304157,9.413621,1.230996
62.328571,9.409387,1.220921
62.352986,9.405038,1.210825
62.377400,9.400577,1.200707
62.401814,9.396008,1.190566
62.426228,9.391335,1.180404
62.450643,9.386560,1.170217
62.475057,9.381690,1.160008
62.499471,9.376726,1.149774
62.523885,9.371674,1.139515
62.548300,9.366538,1.129232
62.572714,9.361322,1.118922
62.597128,9.356031,1.108587
62.621542,9.350668,1.098225
62.645956,9.345240,1.087836
62.670371,9.339749,1.077420
62.694785,9.334203,1.066975
62.719199,9.328604,1.056503
62.743613,9.322959,1.046002
62.768028,9.317272,1.035471
62.792442,9.311550,1.024911
62.816856,9.305796,1.014321
62.841270,9.300018,1.003701
62.865685,9.294219,0.993050
62.890099,9.288407,0.982368
62.914513,9.282587,0.971654
62.938927,9.276764,0.960909
62.963342,9.270945,0.950131
62.987756,9.265137,0.939321
63.012170,9.259344,0.928478
63.036584,9.253574,0.917602
63.060999,9.247832,0.906693
63.085413,9.242126,0.895750
63.109827,9.236462,0.884773
63.134241,9.230847,0.873762
63.158656,9.225287,0.862717
63.183070,9.219790,0.851637
63.207484,9.214362,0.840522
63.231898,9.209011,0.829372
63.256313,9.203744,0.818186
63.280727,9.198567,0.806966
63.305141,9.193489,0.795710
63.329555,9.188517,0.784418
63.353969,9.183657,0.773091
63.378384,9.178919,0.761727
63.402798,9.174309,0.750328
63.427212,9.169835,0.738893
63.451626,9.165506,0.727421
63.476041,9.161328,0.715914
63.500455,9.157310,0.704371
63.524869,9.153459,0.692791
63.549283,9.149785,0.681176
63.573698,9.146294,0.669525
63.598112,9.142995,0.657838
63.622526,9.139897,0.646115
63.646940,9.137006,0.634356
63.671355,9.134333,0.622562
63.695769,9.131884,0.610733
63.720183,9.129668,0.598869
63.744597,9.127693,0.586970
63.769012,9.125968,0.575036
63.793426,9.124501,0.563068
63.817840,9.123301,0.551065
63.842254,9.122375,0.539029
63.866669,9.121732,0.526960
63.891083,9.121380,0.514857
63.915497,9.121327,0.502721
63.939911,9.121582,0.490554
63.964325,9.122153,0.478354
63.988740,9.123048,0.466123
64.013154,9.124275,0.453861
64.037568,9.125842,0.441569
64.061982,9.127758,0.429246
64.086397,9.130029,0.416894
64.110811,9.132664,0.404514
64.135225,9.135671,0.392105
64.159639,9.139057,0.379668
64.184054,9.142830,0.367205
64.208468,9.146998,0.354715
64.232882,9.151567,0.342200
64.257296,9.156545,0.329660
64.281711,9.161940,0.317095
64.306125,9.167757,0.304508
64.330539,9.174005,0.291897
64.354953,9.180689,0.279265
64.379368,9.187817,0.266612
64.403782,9.195395,0.253938
64.428196,9.203428,0.241246
64.452610,9.211924,0.228534
64.477025,9.220888,0.215806
64.501439,9.230326,0.203060
64.525853,9.240244,0.190300
64.550267,9.250647,0.177524
64.574681,9.261539,0.164734
64.599096,9.272928,0.151932
64.623510,9.284816,0.139118
64.647924,9.297209,0.126293
64.672338,9.310111,0.113458
64.696753,9.323526,0.100615
64.721167,9.337459,0.087764
64.745581,9.351914,0.074906
64.769995,9.366893,0.062042
64.794410,9.382400,0.049175
64.818824,9.398439,0.036303
64.843238,9.415012,0.023429
64.867652,9.432122,0.010554
64.892067,9.449772,-0.002321
64.916481,9.467964,-0.015195
64.940895,9.486700,-0.028068
64.965309,9.505981,-0.040937
64.989724,9.525810,-0.053802
65.014138,9.546188,-0.066662
65.038552,9.567116,-0.079515
65.062966,9.588595,-0.092361
65.087381,9.610625,-0.105199
65.111795,9.633209,-0.118026
65.136209,9.656345,-0.130843
65.160623,9.680034,-0.143648
65.185037,9.704276,-0.156440
65.209452,9.729071,-0.169218
65.233866,9.754419,-0.181981
65.258280,9.780318,-0.194728
65.282694,9.806768,-0.207458
65.307109,9.833769,-0.220169
65.331523,9.861319,-0.232861
65.355937,9.889416,-0.245533
65.380351,9.918061,-0.258184
65.404766,9.947250,-0.270813
65.429180,9.976983,-0.283418
65.453594,10.007257,-0.295999
65.478008,10.038071,-0.308556
65.502423,10.069423,-0.321086
65.526837,10.101310,-0.333589
65.551251,10.133731,-0.346064
65.575665,10.166682,-0.358510
65.600080,10.200163,-0.370927
65.624494,10.234169,-0.383314
65.648908,10.268699,-0.395669
65.673322,10.303751,-0.407991
65.697737,10.339320,-0.420281
65.722151,10.375406,-0.432537
65.746565,10.412005,-0.444759
65.770979,10.449114,-0.456945
65.795393,10.486731,-0.469095
65.819808,10.524852,-0.481208
65.844222,10.563476,-0.493284
65.868636,10.602600,-0.505321
65.893050,10.642220,-0.517319
65.917465,10.682334,-0.529278
65.941879,10.722941,-0.541197
65.966293,10.764036,-0.553074
65.990707,10.805617,-0.564910
66.015122,10.847683,-0.576704
66.039536,10.890230,-0.588455
66.063950,10.933257,-0.600162
66.088364,10.976762,-0.611826
66.112779,11.020741,-0.623445
66.137193,11.065194,-0.635018
66.161607,11.110118,-0.646546
66.186021,11.155512,-0.658028
66.210436,11.201373,-0.669462
66.234850,11.247702,-0.680850
66.259264,11.294496,-0.692189
66.283678,11.341754,-0.703480
66.308093,11.389475,-0.714722
66.332507,11.437658,-0.725914
66.356921,11.486304,-0.737056
66.381335,11.535410,-0.748147
66.405749,11.584978,-0.759187
66.430164,11.635006,-0.770176
66.454578,11.685496,-0.781112
66.478992,11.736447,-0.791995
66.503406,11.787860,-0.802825
66.527821,11.839735,-0.813600
66.552235,11.892075,-0.824322
66.576649,11.944879,-0.834988
66.601063,11.998150,-0.845598
66.625478,12.051889,-0.856151
66.649892,12.106098,-0.866648
66.674306,12.160780,-0.877087
66.698720,12.215936,-0.887467
66.723135,12.271570,-0.897788
66.747549,12.327684,-0.908050
66.771963,12.384282,-0.918250
66.796377,12.441368,-0.928389
66.820792,12.498944,-0.938466
66.845206,12.557016,-0.948480
